Permit Type,Initiating Office,Issue Datw,Valuation,# of Residential Units,Zone,Latitude,Longitude
Bldg-New,VAN NUYS,5/23/2016,720000,1,RE15-1-H,34.15318,-118.49328
Bldg-New,WEST LA,2/2/2017,212800,1,RD2-1VL,34.08198,-118.28292
Bldg-New,WEST LA,10/31/2016,212291,1,R4-1VL,34.16115,-118.37152
Bldg-New,VAN NUYS,4/4/2014,570000,1,R1-1,34.06529,-118.43771
Bldg-New,VAN NUYS,10/21/2013,103000,1,R1-1,34.21115,-118.39964
Bldg-New,VAN NUYS,5/18/2016,163000,1,(T)(Q)RAS3-1,34.29491,-118.45516
Bldg-New,WEST LA,10/31/2016,208181,1,R4-1VL,34.16115,-118.37152
Bldg-New,VAN NUYS,1/23/2020,445000,1,R1V1,34.0452,-118.51975
Bldg-New,VAN NUYS,9/19/2016,670000,1,[T]RE-1,34.28233,-118.57309
Bldg-New,VAN NUYS,11/7/2016,514000,1,R1-1,34.04407,-118.53021
Bldg-New,METRO,2/13/2017,425000,1,R1-1-O,34.04862,-118.39953
Bldg-New,WEST LA,6/30/2016,1300000,1,RE15-1-H,34.08123,-118.48617
Bldg-New,VAN NUYS,2/10/2016,500000,1,R1-1,34.04089,-118.37089
Bldg-Addition,WEST LA,10/23/2013,24000,1,RE40-1,34.1643,-118.59246
Bldg-New,VAN NUYS,1/14/2016,480000,1,R1-1-RIO,34.1506,-118.35694
Bldg-New,WEST LA,5/18/2016,700000,1,R1-1,34.05084,-118.51866
Bldg-New,VAN NUYS,7/30/2015,350000,1,R1-1,34.04136,-118.37098
Bldg-Alter/Repair,VAN NUYS,6/1/2017,37650,1,R1-1,34.19889,-118.45437
Bldg-New,METRO,2/20/2019,1050000,1,RD1.5-1,33.99823,-118.47131
Bldg-New,WEST LA,4/10/2018,150000,1,[Q]R4-1,33.97137,-118.28738
Bldg-New,VAN NUYS,6/9/2015,493000,1,R1-1-RFA-RIO,34.15256,-118.37995
Bldg-New,METRO,2/4/2013,500000,1,R1-1,34.04844,-118.39306
Bldg-New,METRO,9/8/2017,233167,1,(T)(Q)RAS3-1VL,34.18683,-118.41836
Bldg-New,METRO,4/22/2013,238197,1,RD2-1-CDO,34.11889,-118.23827
Bldg-New,METRO,7/9/2013,501,1,R1-1,34.05207,-118.52574
Bldg-Alter/Repair,VAN NUYS,3/21/2017,20000,1,[Q]R3-1,34.16834,-118.45731
Bldg-Alter/Repair,WEST LA,3/20/2017,20000,1,R1-1,34.00297,-118.46812
Bldg-New,VAN NUYS,2/13/2017,620000,1,R1-1-RFA-RIO,34.1452,-118.38321
Bldg-Alter/Repair,VAN NUYS,10/25/2013,5000,1,R1-1,34.01492,-118.31619
Bldg-Alter/Repair,METRO,6/8/2017,10000,1,R1-1-O-HPOZ,34.05378,-118.32503
Bldg-New,SANPEDRO,8/23/2017,269000,1,[Q]RE9-1D,34.07985,-118.18738
Bldg-New,METRO,3/2/2016,255000,1,RD1.5-1,34.03296,-118.38323
Bldg-New,WEST LA,7/31/2017,1428576,1,(T)(Q)A2-1,34.26723,-118.5737
Bldg-New,VAN NUYS,9/8/2017,647000,1,R1-1,34.16215,-118.40308
Bldg-New,METRO,6/6/2014,165000,1,RD2-1VL,34.08647,-118.27882
Bldg-New,VAN NUYS,3/4/2015,479000,1,R1-1,34.08497,-118.35439
Bldg-New,VAN NUYS,3/18/2015,181600,1,(T)(Q)RD2-1,34.20906,-118.46377
Bldg-New,VAN NUYS,4/26/2017,113000,1,RA-1,34.23044,-118.4056
Bldg-New,VAN NUYS,9/25/2013,435000,1,R1-1,34.04741,-118.3914
Bldg-New,METRO,6/5/2015,351664,1,C2(PV),33.97616,-118.41399
Bldg-New,WEST LA,9/21/2016,350000,1,R2-1,34.03659,-118.44718
Bldg-Alter/Repair,VAN NUYS,4/4/2017,18000,1,R1-1-RIO,34.19186,-118.55943
Bldg-New,WEST LA,12/7/2017,2000000,1,R1-1,34.10544,-118.38419
Bldg-New,VAN NUYS,10/21/2015,177363,1,(Q)RD1.5-1,34.20288,-118.44098
Bldg-New,VAN NUYS,2/19/2015,527000,1,R1-1,34.07259,-118.36381
Bldg-New,VAN NUYS,5/12/2017,317337,1,(T)(Q)RD6-1,34.2235,-118.48427
Bldg-New,VAN NUYS,11/24/2015,500000,1,R1-1,34.04009,-118.37222
Bldg-New,METRO,7/25/2016,200000,1,R3-1,34.05631,-118.3141
Bldg-Alter/Repair,WEST LA,11/16/2017,15000,1,RD1.5-1-O,34.04442,-118.32038
Bldg-New,VAN NUYS,8/21/2013,380000,1,R1-1,34.12139,-118.34853
Bldg-Alter/Repair,VAN NUYS,1/11/2018,20000,1,[Q]RD3-1D,34.07885,-118.17736
Bldg-Alter/Repair,METRO,6/13/2017,18400,1,R1-1,34.13362,-118.19856
Bldg-New,VAN NUYS,10/4/2017,450000,1,R1-1,34.0465,-118.52106
Bldg-New,METRO,7/24/2018,400000,1,R1V2,33.96874,-118.40877
Bldg-New,METRO,6/3/2013,529274,1,RE20-1-H,34.12556,-118.43277
Bldg-New,VAN NUYS,5/11/2015,163000,1,R3-1,34.15077,-118.38458
Bldg-New,METRO,9/5/2014,410510,1,R4(PV),33.97476,-118.41969
Bldg-New,VAN NUYS,8/8/2018,645000,1,R1-1-O,34.05963,-118.43305
Bldg-New,VAN NUYS,1/9/2014,640000,1,RE11-1,34.14778,-118.44542
Bldg-New,SOUTH LA,2/7/2018,100000,1,RD2-1,33.94302,-118.23616
Bldg-New,METRO,9/29/2016,283403,1,[Q]C2-1VL-CDO,34.12296,-118.22236
Bldg-New,METRO,3/4/2013,118069,1,RD1.5-1,34.13033,-118.21748
Bldg-New,METRO,11/13/2015,452252,1,C2(PV),33.97647,-118.41331
Bldg-New,VAN NUYS,12/17/2014,312475,1,R1-1,34.20218,-118.44125
Bldg-New,SOUTH LA,12/19/2014,211000,1,R2-1,33.99402,-118.25129
Bldg-New,METRO,1/5/2017,400000,1,R3-1XL,34.09475,-118.34029
Bldg-New,METRO,11/18/2014,1980575,1,RE20-1,34.05475,-118.48679
Bldg-Alter/Repair,METRO,6/22/2021,10000,1,C2-1VL-CPIO,33.96875,-118.3088
Bldg-New,VAN NUYS,4/29/2013,170418,1,[T]C4-2D,34.2808,-118.57804
Bldg-New,WEST LA,3/1/2016,425000,1,R1-1-RIO,34.15321,-118.4431
Bldg-New,METRO,6/3/2016,700000,1,R2-1XL,34.08652,-118.35211
Bldg-New,VAN NUYS,6/6/2014,247000,1,(T)(Q)RD5-1,34.24552,-118.41007
Bldg-New,METRO,4/17/2014,321162,1,R4(PV),33.97428,-118.41797
Bldg-New,VAN NUYS,7/30/2015,340000,1,R1-1,34.04136,-118.37098
Bldg-New,SANPEDRO,9/6/2013,250000,1,R1-1,33.8621,-118.29265
Bldg-New,VAN NUYS,11/7/2016,500000,1,R1-1,34.14518,-118.4281
Bldg-New,WEST LA,5/11/2017,300000,1,R3-1,34.07355,-118.31069
Bldg-New,VAN NUYS,3/4/2013,198390,1,[T]C4-2D,34.28068,-118.5809
Bldg-New,METRO,6/19/2019,420000,1,[Q]R1-1D,34.09072,-118.19992
Bldg-Alter/Repair,SOUTH LA,4/6/2018,4000,1,[Q]R4-1,33.99862,-118.28989
Bldg-New,VAN NUYS,11/23/2015,735000,1,RE11-1,34.15018,-118.45939
Bldg-New,VAN NUYS,9/15/2015,884000,1,RE15-1-H,34.15042,-118.47953
Bldg-New,VAN NUYS,12/16/2015,500000,1,R1-1,34.25313,-118.31672
Bldg-Alter/Repair,VAN NUYS,3/2/2017,20000,1,R1-1,34.22145,-118.35456
Bldg-New,VAN NUYS,3/1/2017,400000,1,R1-1,34.04455,-118.51961
Bldg-New,VAN NUYS,11/27/2018,2000000,1,RE15-1,34.05157,-118.53419
Bldg-New,VAN NUYS,7/23/2015,500000,1,R1-1,34.04877,-118.52132
Bldg-New,METRO,7/31/2017,1000000,1,R1-1,34.04299,-118.52355
Bldg-New,SOUTH LA,10/15/2020,205000,1,RD1.5-1,34.024,-118.33366
Bldg-New,VAN NUYS,2/10/2021,345654,1,PVSP,33.77104,-118.30879
Bldg-New,VAN NUYS,4/24/2015,178000,1,(T)(Q)RD3-1,34.24031,-118.46337
Bldg-New,METRO,5/10/2017,120000,1,R1-1VL-RIO,34.09157,-118.23123
Bldg-Alter/Repair,VAN NUYS,6/16/2014,5000,1,RS-1,34.18341,-118.56581
Bldg-New,WEST LA,9/10/2015,650000,1,RS-1,34.05801,-118.48407
Bldg-New,VAN NUYS,5/18/2016,163000,1,(T)(Q)RAS3-1,34.29486,-118.45519
Bldg-New,METRO,10/3/2014,331125,1,R1-1VLD,33.99669,-118.45007
Bldg-New,VAN NUYS,6/13/2017,50000,1,R1-1-CUGU,34.25614,-118.41612
Bldg-New,WEST LA,8/5/2015,900000,1,R1-1-O,34.04466,-118.40335
Bldg-New,VAN NUYS,7/23/2015,10000,1,R1-1,33.98535,-118.42926
Bldg-New,VAN NUYS,7/8/2014,210829,1,RD1.5-1,34.12254,-118.2209
Bldg-New,SOUTH LA,9/28/2017,300000,1,RD2-1,34.03558,-118.35273
Bldg-New,VAN NUYS,12/20/2016,304000,1,R1-1-O-RFA,34.06769,-118.36313
Bldg-New,METRO,8/26/2013,220000,1,[T][Q]RD1.5-1,33.75748,-118.29434
Bldg-New,VAN NUYS,6/23/2017,130000,1,R1-1,34.18336,-118.40955
Bldg-New,VAN NUYS,1/21/2014,410000,1,R1-1,34.24322,-118.2725
Bldg-New,METRO,9/12/2014,220000,1,[T][Q]RD1.5-1,33.75748,-118.29434
Bldg-New,VAN NUYS,10/2/2015,751000,1,R1-1-HPOZ,34.07516,-118.31965
Bldg-New,VAN NUYS,4/29/2013,149614,1,[T]C4-2D,34.28079,-118.57811
Bldg-New,VAN NUYS,2/19/2014,130000,1,RS-1,34.21018,-118.60275
Bldg-Alter/Repair,SOUTH LA,1/29/2013,15000,1,RD1.5-1,34.02885,-118.35556
Bldg-New,VAN NUYS,5/30/2018,400000,1,RE11-1-H,34.21998,-118.65543
Bldg-New,VAN NUYS,11/18/2015,253000,1,(T)(Q)RD4-1,34.21547,-118.53448
Bldg-New,VAN NUYS,8/1/2013,442000,1,R1-1-O,34.04831,-118.39799
Bldg-New,VAN NUYS,8/25/2015,600000,1,R1-1-RIO,34.15138,-118.41827
Bldg-Alter/Repair,WEST LA,8/15/2014,0,1,R3-1,33.99155,-118.44065
Bldg-New,METRO,10/15/2013,216000,1,R3-1,33.98922,-118.41084
Bldg-New,SOUTH LA,1/15/2015,145000,1,R1-1,33.93529,-118.23475
Bldg-New,METRO,10/27/2014,620000,1,R1-1,34.00899,-118.45386
Bldg-Addition,METRO,5/9/2013,40000,1,R2-1-O,34.02264,-118.30281
Bldg-Alter/Repair,SOUTH LA,10/17/2013,25000,1,R3-1,34.20726,-118.47476
Bldg-New,VAN NUYS,6/20/2018,358000,1,R1V1,34.04677,-118.52296
Bldg-New,WEST LA,1/16/2015,305000,1,R1-1,34.17726,-118.54538
Bldg-New,VAN NUYS,4/6/2018,250000,1,RD2-1-CDO-RIO,34.0869,-118.22338
Bldg-New,VAN NUYS,12/13/2018,450000,1,R3-1XL,34.09412,-118.34267
Bldg-New,VAN NUYS,8/6/2013,450000,1,R1-1-RFA,34.14907,-118.38103
Bldg-New,VAN NUYS,1/29/2016,412000,1,[T]RE-1,34.29278,-118.57897
Bldg-New,METRO,4/17/2014,352044,1,R4(PV),33.97437,-118.41802
Bldg-New,VAN NUYS,3/7/2014,145000,1,R1-1-O,34.25756,-118.43938
Bldg-New,METRO,12/4/2015,421000,1,R1-1,33.99384,-118.44784
Bldg-Alter/Repair,METRO,10/25/2013,10000,1,R2-1,33.99647,-118.25835
Bldg-Alter/Repair,METRO,1/12/2018,15000,1,[Q]R3-1-O,34.05533,-118.37934
Bldg-Alter/Repair,VAN NUYS,5/16/2017,41000,1,R1-1,34.13274,-118.19182
Bldg-Addition,METRO,4/16/2018,5500,1,R2-1,34.00551,-118.27507
Bldg-New,WEST LA,2/5/2014,660000,1,R1-1,34.05636,-118.47663
Bldg-New,VAN NUYS,7/18/2013,350000,1,[T]RE-1,34.28503,-118.58666
Bldg-New,METRO,5/7/2013,1006560,1,RE11-1,34.03146,-118.52224
Bldg-New,METRO,1/22/2015,263880,1,RD1.5-1,34.1784,-118.37013
Bldg-Addition,VAN NUYS,2/27/2015,88000,1,RA-1,34.16496,-118.5457
Bldg-New,VAN NUYS,5/11/2018,890000,1,RE15-1-H,34.138,-118.37375
Bldg-Alter/Repair,SOUTH LA,3/27/2014,5000,1,R3-1,33.9644,-118.28477
Bldg-Alter/Repair,METRO,9/13/2016,50000,1,[Q]C4-1VL,34.08239,-118.18923
Bldg-New,VAN NUYS,4/30/2015,330200,1,R1-1,34.17104,-118.42156
Bldg-Alter/Repair,VAN NUYS,4/24/2017,12000,1,RS-1-RIO,34.18724,-118.60825
Bldg-New,VAN NUYS,6/25/2015,756000,1,RE11-1,34.1488,-118.45938
Bldg-New,VAN NUYS,1/29/2016,430000,1,[T]RE-1,34.29251,-118.57898
Bldg-Alter/Repair,METRO,5/18/2016,0,1,[Q]R3-1,34.04332,-118.28946
Bldg-New,VAN NUYS,2/10/2015,244000,1,R1-1,34.19856,-118.46416
Bldg-New,WEST LA,8/10/2015,552000,1,R1-1VLD,34.00351,-118.44512
Bldg-New,VAN NUYS,5/30/2018,365000,1,RE9-1-H,34.22005,-118.65613
Bldg-New,VAN NUYS,10/25/2016,325000,1,(T)(Q)R1-1-RIO,34.19282,-118.5112
Bldg-Addition,VAN NUYS,6/10/2014,283000,1,R2-1-O,34.05684,-118.38689
Bldg-New,VAN NUYS,6/24/2013,400000,1,R1-1,34.08275,-118.36388
Bldg-New,WEST LA,2/16/2017,1400000,1,RE11-1,34.05206,-118.53713
Bldg-New,METRO,9/27/2013,750000,1,R1-1-O,34.0475,-118.39807
Bldg-Alter/Repair,METRO,7/25/2017,7000,1,R4-1,34.05512,-118.28597
Bldg-Alter/Repair,VAN NUYS,7/1/2014,9900,1,R1-1,34.20686,-118.59446
Bldg-New,VAN NUYS,12/8/2017,228000,1,R1-1,34.02514,-118.44901
Bldg-New,VAN NUYS,1/28/2015,181600,1,(T)(Q)RD2-1,34.20917,-118.46453
Bldg-New,VAN NUYS,10/13/2015,538000,1,R1-1,34.15772,-118.4638
Bldg-New,VAN NUYS,3/3/2014,395000,1,RA-1,34.2759,-118.3597
Bldg-Alter/Repair,VAN NUYS,4/24/2017,18000,1,RS-1,34.24197,-118.41879
Bldg-New,SOUTH LA,1/24/2013,286000,1,R2-1,33.93771,-118.2498
Bldg-New,VAN NUYS,4/7/2016,120000,1,RD1.5-1-O,34.07945,-118.35345
Bldg-New,VAN NUYS,9/18/2015,453000,1,R1-1,34.04678,-118.52216
Bldg-Addition,VAN NUYS,4/21/2017,40000,1,R1-1,33.86482,-118.30198
Bldg-New,METRO,11/15/2017,290000,1,RD1.5-1-HPOZ,34.10764,-118.19218
Bldg-New,WEST LA,1/11/2013,322000,1,RD1.5-1,33.99825,-118.46392
Bldg-New,WEST LA,7/15/2016,600000,1,C4-1,33.99871,-118.47262
Bldg-New,METRO,3/15/2017,204744,1,[Q]C2-1VL-CDO,34.12236,-118.22185
Bldg-Addition,SOUTH LA,5/28/2015,35000,1,R2-1,33.99035,-118.28876
Bldg-New,VAN NUYS,7/17/2015,824000,1,(T)RS-1,34.23124,-118.50236
Bldg-Addition,VAN NUYS,5/1/2017,49000,1,RS-1,34.22039,-118.42405
Bldg-Addition,METRO,11/22/2017,42000,1,R2-1,34.08418,-118.34635
Bldg-New,METRO,5/10/2016,350000,1,R1-1,34.11376,-118.22921
Bldg-New,VAN NUYS,2/1/2013,600000,1,RE11-1,34.10073,-118.39068
Bldg-Alter/Repair,VAN NUYS,6/19/2017,14812,1,R1-1,34.21879,-118.51619
Bldg-Alter/Repair,METRO,8/14/2015,10000,1,R3-1,34.0773,-118.30148
Bldg-New,METRO,12/6/2018,180000,1,R1-1VL-RIO,34.0915,-118.23435
Bldg-New,VAN NUYS,9/17/2020,140000,1,[Q]R3-1,34.04716,-118.45315
Bldg-Alter/Repair,METRO,3/23/2017,12000,1,R3-1,34.06688,-118.26188
Bldg-New,METRO,2/2/2017,360000,1,RE40-1,34.15805,-118.61319
Bldg-New,VAN NUYS,8/14/2014,250000,1,R1-1-RFA,34.25753,-118.29184
Bldg-New,METRO,11/13/2015,475019,1,C2(PV),33.97655,-118.41311
Bldg-Alter/Repair,VAN NUYS,8/22/2019,10000,1,R3-1,33.99993,-118.42373
Bldg-New,VAN NUYS,2/21/2014,604000,1,R1-1D,34.11579,-118.31469
Bldg-Addition,VAN NUYS,11/3/2014,24000,1,RD2-1VL,34.08374,-118.2625
Bldg-New,VAN NUYS,11/30/2015,184000,1,(T)(Q)RD3-1,34.20861,-118.39762
Bldg-New,METRO,2/26/2013,135000,1,R1-1,34.1914,-118.43909
Bldg-New,METRO,10/25/2018,267000,1,RD2-1VL,34.07979,-118.2526
Bldg-New,METRO,7/8/2013,277000,1,R3-1,34.00339,-118.42235
Bldg-New,VAN NUYS,3/23/2015,800000,1,RE15-1-H,34.10355,-118.38385
Bldg-New,VAN NUYS,4/18/2017,225000,1,R1-1-RFA,34.26002,-118.29525
Bldg-New,METRO,6/3/2016,40000,1,RE20-1-H,34.10179,-118.44796
Bldg-Alter/Repair,VAN NUYS,5/31/2017,20000,1,R1-1,34.08496,-118.33541
Bldg-New,VAN NUYS,6/8/2015,375000,1,R1-1,34.10275,-118.37294
Bldg-New,METRO,8/8/2014,180302,1,R3-1XL,34.09394,-118.33148
Bldg-New,VAN NUYS,11/17/2016,415000,1,R1-1-RFA-RIO,34.14445,-118.38102
Bldg-New,METRO,8/1/2019,556711,1,R1-1,34.11386,-118.23018
Bldg-New,SOUTH LA,1/8/2015,210000,1,R2-1,33.98335,-118.29691
Bldg-New,SOUTH LA,10/30/2014,285000,1,(T)R1-1,34.21087,-118.5651
Bldg-New,VAN NUYS,2/10/2016,210000,1,(T)(Q)RD1.5-1,34.19773,-118.4453
Bldg-New,VAN NUYS,3/3/2015,425000,1,R1-1-RIO,34.14994,-118.3496
Bldg-New,WEST LA,8/30/2018,740000,1,R1-1,34.10392,-118.36104
Bldg-New,METRO,10/18/2013,200000,1,RD2-1,34.19008,-118.36936
Bldg-New,VAN NUYS,6/27/2014,326000,1,[T]RE-1,34.28292,-118.58632
Bldg-New,WEST LA,12/3/2015,450000,1,R1-1-RFA-RIO,34.14537,-118.39882
Bldg-New,METRO,1/27/2014,231000,1,RD1.5-1XL,34.10846,-118.26581
Bldg-New,METRO,5/12/2015,215740,1,RD2-1VL,34.09557,-118.25947
Bldg-New,METRO,9/29/2015,185000,1,R2-1VL-RIO,34.10382,-118.24625
Bldg-New,VAN NUYS,11/14/2014,453000,1,(T)(Q)RA-1-K,34.26708,-118.60679
Bldg-Addition,VAN NUYS,5/12/2016,15000,1,RA-1,34.18168,-118.56842
Bldg-New,SOUTH LA,3/19/2015,194000,1,RD2-1,33.97375,-118.28848
Bldg-New,VAN NUYS,5/11/2015,160000,1,R3-1,34.15077,-118.38458
Bldg-New,VAN NUYS,3/20/2015,390000,1,R1-1-RIO,34.15556,-118.41908
Bldg-New,VAN NUYS,4/6/2017,185000,1,(T)(Q)R1-1,34.22695,-118.62422
Bldg-New,VAN NUYS,1/20/2016,647493,1,RE-1,34.29143,-118.58526
Bldg-New,VAN NUYS,11/20/2015,361000,1,R1-1,34.16737,-118.42508
Bldg-New,VAN NUYS,2/10/2016,500000,1,R1-1,34.04112,-118.37065
Bldg-Alter/Repair,METRO,7/18/2013,10000,1,R1-1,34.12567,-118.34809
Bldg-New,VAN NUYS,12/27/2013,67700,1,RA-1,34.22464,-118.48834
Bldg-New,VAN NUYS,11/4/2015,436000,1,[T]RE-1,34.29247,-118.57872
Bldg-New,SOUTH LA,8/9/2017,152000,1,[Q]R4-1,33.96768,-118.26935
Bldg-New,VAN NUYS,2/11/2014,620000,1,R1-1,34.1455,-118.43162
Bldg-New,VAN NUYS,9/27/2021,456000,1,R1-1-RIO,34.15387,-118.41621
Bldg-New,VAN NUYS,6/18/2013,456000,1,R1-1,34.08302,-118.36387
Bldg-New,METRO,5/29/2014,500000,1,R1-1,34.05191,-118.51952
Bldg-New,SANPEDRO,2/25/2016,400000,1,R1-1,33.95806,-118.44038
Bldg-New,METRO,9/24/2014,157459,1,RD1.5-1,34.13519,-118.21608
Bldg-New,VAN NUYS,5/24/2019,207000,1,[Q]RD1.5-1-RIO,34.14752,-118.3865
Bldg-New,VAN NUYS,1/29/2016,436000,1,OS-1XL,34.29104,-118.57906
Bldg-New,VAN NUYS,7/7/2017,364432,1,(T)(Q)RD6-1,34.22337,-118.4822
Bldg-New,VAN NUYS,1/14/2016,453000,1,R1-1-RIO,34.15983,-118.45538
Bldg-New,VAN NUYS,5/21/2013,320000,1,RD1.5-1-O,33.98803,-118.46843
Bldg-New,VAN NUYS,3/10/2020,491200,1,[T]RE-1,34.29669,-118.58599
Bldg-New,METRO,10/18/2013,220000,1,RD2-1,34.1897,-118.36936
Bldg-New,METRO,5/28/2015,220000,1,[T][Q]C2-1,33.75748,-118.29434
Bldg-New,VAN NUYS,7/22/2013,150000,1,[T]C4-2D,34.28112,-118.57863
Bldg-New,METRO,4/22/2019,506678,1,R1-1,34.12777,-118.18304
Bldg-New,SOUTH LA,12/19/2013,200375,1,R1-1,33.95179,-118.24177
Bldg-Addition,VAN NUYS,12/22/2015,41000,1,R1-1,34.18829,-118.43548
Bldg-New,VAN NUYS,4/18/2014,630000,1,R1-1-RFA,34.14833,-118.41553
Bldg-New,VAN NUYS,6/14/2018,790000,1,[T]RE-1,34.28406,-118.57453
Bldg-New,VAN NUYS,4/11/2018,768000,1,R1-1-RFA-RIO,34.14577,-118.38347
Bldg-New,WEST LA,7/31/2013,540000,1,R1-1-O,34.04392,-118.42486
Bldg-New,VAN NUYS,2/17/2017,450000,1,R1-1-RFA-RIO,34.14718,-118.40849
Bldg-New,VAN NUYS,1/17/2017,267000,1,RA-1,34.20852,-118.55153
Bldg-New,METRO,4/2/2014,156550,1,RD2-1VL,34.08963,-118.25157
Bldg-New,VAN NUYS,1/10/2014,1150000,1,RE15-1-H,34.10151,-118.39145
Bldg-New,VAN NUYS,3/15/2021,646000,1,R1V1,34.04818,-118.51911
Bldg-New,SOUTH LA,7/27/2018,160000,1,R1-1,33.94756,-118.24518
Bldg-New,VAN NUYS,10/18/2016,500000,1,R1-1,34.02474,-118.4479
Bldg-New,VAN NUYS,5/5/2016,800000,1,RA-1-H,34.26678,-118.56327
Bldg-New,VAN NUYS,8/9/2016,550000,1,R2-1XL,34.08586,-118.35519
Bldg-New,VAN NUYS,7/8/2014,179954,1,RD1.5-1,34.12242,-118.22092
Bldg-New,VAN NUYS,9/15/2015,467000,1,R1-1,34.07491,-118.36808
Bldg-New,VAN NUYS,8/31/2015,1000000,1,RS-1,34.05919,-118.48479
Bldg-New,METRO,6/23/2017,157156,1,RD1.5-1XL-RIO,34.10949,-118.26524
Bldg-New,VAN NUYS,3/15/2017,250000,1,[Q]R1-1D,34.07859,-118.20681
Bldg-New,VAN NUYS,3/10/2016,682000,1,,34.28329,-118.57554
Bldg-New,WEST LA,5/31/2019,401000,1,R4(PV),33.9721,-118.42177
Bldg-New,METRO,4/1/2016,20000,1,R1-1VL,34.08748,-118.26856
Bldg-New,SOUTH LA,8/1/2013,170000,1,R1-1XL-O,33.78701,-118.26596
Bldg-New,VAN NUYS,2/19/2014,600000,1,R1-1,34.07712,-118.37093
Bldg-New,VAN NUYS,2/20/2014,166000,1,[Q]RD1.5-1,34.20196,-118.45345
Bldg-New,VAN NUYS,9/23/2015,500000,1,R1-1,34.12498,-118.31954
Bldg-New,VAN NUYS,11/27/2018,1082000,1,R1-1,34.0373,-118.52524
Bldg-New,VAN NUYS,10/21/2013,500000,1,R1-1-O,34.06951,-118.36438
Bldg-New,METRO,7/15/2013,435426,1,R4(PV),33.97481,-118.41871
Bldg-New,VAN NUYS,11/21/2014,451000,1,R1-1,34.08189,-118.36918
Bldg-New,WEST LA,4/20/2018,350000,1,R1V2,34.01305,-118.43037
Bldg-New,METRO,1/11/2016,183750,1,C2(PV),33.97606,-118.41465
Bldg-Alter/Repair,VAN NUYS,9/29/2021,88000,1,[Q]RD1.5-1,34.18745,-118.45429
Bldg-New,WEST LA,2/3/2017,337500,1,R1-1,34.08749,-118.36577
Bldg-New,METRO,5/22/2014,331252,1,R4(PV),33.97428,-118.41777
Bldg-New,VAN NUYS,6/28/2017,189000,1,R1-1,34.03073,-118.44924
Bldg-New,METRO,7/24/2019,300000,1,R1-1,34.11934,-118.22023
Bldg-New,VAN NUYS,10/15/2015,651000,1,R1-1,34.16261,-118.42226
Bldg-New,METRO,8/27/2014,161600,1,R1-1,33.95035,-118.25834
Bldg-New,VAN NUYS,7/20/2015,265000,1,(T)(Q)RD4-1XL,34.22581,-118.57084
Bldg-New,SANPEDRO,1/5/2017,1000000,1,RE15-1-H,34.09718,-118.45899
Bldg-New,WEST LA,1/22/2015,400000,1,R1-1,34.00566,-118.44104
Bldg-New,VAN NUYS,1/22/2015,295000,1,(Q)RD5-1,34.22295,-118.45645
Bldg-New,METRO,12/4/2013,144129,1,[Q]CM-1VL,34.08871,-118.25971
Bldg-Alter/Repair,METRO,5/1/2017,5000,1,R4-2,34.05981,-118.31144
Bldg-New,METRO,11/4/2014,287000,1,R1-1,34.1259,-118.22457
Bldg-New,METRO,1/23/2018,500000,1,R1-1,34.11545,-118.32236
Bldg-New,WEST LA,6/13/2014,1200000,1,RS-1,34.06271,-118.47149
Bldg-New,VAN NUYS,7/16/2014,238000,1,R1-1-O,34.26028,-118.43326
Bldg-New,VAN NUYS,9/17/2020,140000,1,[Q]R3-1,34.04716,-118.45315
Bldg-New,WEST LA,12/3/2013,425000,1,R1-1,34.00757,-118.43475
Bldg-New,VAN NUYS,2/5/2013,182000,1,(T)(Q)RD1.5-1-K,34.3117,-118.42603
Bldg-New,METRO,10/20/2017,205000,1,R1-1,34.11716,-118.21004
Bldg-Alter/Repair,VAN NUYS,4/10/2017,12000,1,RS-1,34.2138,-118.60332
Bldg-New,METRO,4/5/2016,250000,1,RE11-1,34.11507,-118.22933
Bldg-New,VAN NUYS,2/12/2018,144000,1,R1-1-CUGU,34.27882,-118.41685
Bldg-New,VAN NUYS,2/10/2016,500000,1,R1-1,34.04081,-118.37102
Bldg-New,VAN NUYS,11/15/2016,627000,1,R1-1,34.16236,-118.49883
Bldg-Alter/Repair,WEST LA,3/19/2021,75000,1,R1-1-HCR,34.09762,-118.38169
Bldg-New,SOUTH LA,2/22/2017,192000,1,RD1.5-1-CUGU,34.02542,-118.19838
Bldg-New,METRO,1/11/2016,362553,1,RE11-1,34.21915,-118.6482
Bldg-Alter/Repair,VAN NUYS,4/14/2017,60000,1,R1-1-RIO,34.15884,-118.4517
Bldg-Alter/Repair,METRO,8/23/2017,501,1,R2-1,34.00546,-118.26724
Bldg-New,METRO,3/19/2013,207500,1,[T][Q]RD1.5-1,33.75748,-118.29434
Bldg-New,VAN NUYS,7/23/2015,650000,1,R1-1-RFA-RIO,34.14639,-118.37605
Bldg-New,METRO,9/5/2014,180689,1,RD1.5-1VL,34.07555,-118.26721
Bldg-New,SOUTH LA,8/10/2017,285000,1,R1-1-RIO,34.18736,-118.54571
Bldg-Alter/Repair,SOUTH LA,7/18/2014,10000,1,R3-1,34.05081,-118.47035
Bldg-New,WEST LA,2/23/2015,218926,1,R3-1XL,34.1059,-118.32281
Bldg-New,VAN NUYS,9/17/2020,140000,1,[Q]R3-1,34.04716,-118.45315
